ช่วงเวลา,งาน,เครื่องมือ,คนที่เกี่ยวข้อง,ความถี่,หมายเหตุ
สาย (09:30-12:00),พนักงานไม่มาปฏิบัติงาน,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
สาย (09:30-12:00),พนักงานทำผิดระเบียบบริษัทฯ,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
สาย (09:30-12:00),ตรวจสอบค่าพาหนะเดินทาง,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
สาย (09:30-12:00),ตามเอกสารอนุมัติกับผู้บังคับบัญชา,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
สาย (09:30-12:00),ประชุม Weekly กับ GM/HR Team 1 ครั้งต่อสัปดาห์ ทุกวันอังคาร ดังนั้น วันจันทร์ต้องสรุปงานที่เกี่ยวข้องทั้งหมดก่อน,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
เที่ยง,พักเที่ยง 12:00 น. แต่ 1 เดือนที่ผ่านมาไม่ได้พักค่ะ ทานอาหารที่โต๊ะ มีประชุมบ่าย เตรียมข้อมูลไม่ทัน มีสัมภาษณ์พนักงาน 12:00-13.00 บ้าง,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),ตรวจสอบข้อมูลที่ต้องนำเสนอผู้บริหาร,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),ตรวจสอบ,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),ให้คำปรึกษาทีมงานปฏิบัติงาน,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),จัดทำเอกสารขออนุมัติตามลายเซ็น กลุ่มอนุมัติค่าใช้จ่าย,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),ประสานงานกับสาขา,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),ประชุมกับ Executive Consultant,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),ประชุม HQ Weekly ทุกวันพฤหัส,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย (13:00-16:00),งาน Ad-Hoc ทุกวัน,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย - รายงาน,มีรายงานขออนุมัติค่าใช้จ่าย,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย - รายงาน,การจัดทำโครงสร้างองค์กร,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย - รายงาน,รายงานเกี่ยวกับ HROD ใช้เวลาทำ 1-2 วัน เพราะต้องตรวจสอบให้ AI ช่วย Claude + Chat GPT + Germini + Notebook LM + CANVA ต้องตรวจทานเป็นรายการเพราะบางทีข้อมูลคลาดเคลื่อน มีรายงานประจำเดือนที่ต้องทำ เช่น Turnover Report,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย - รายงาน,Payroll Report,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย - รายงาน,Headcount ข้อมูลอยู่คนละที่,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
บ่าย - รายงาน,แพลตฟอร์ม ทำให้เสียเวลาตรวจสอบความถูกต้องก่อนนำข้อมูลไปใช้,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
เย็น,ไล่เคลียร์งานค้างให้เหลือน้อยที่สุด,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
เย็น,ส่ง Information Feedback ต่าง ๆ ให้ผู้บังคับบัญชาทราบ,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
เย็น,สอบถามทีมเรื่องสถานะงานค้าง,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ทุกวัน,
รายสัปดาห์/เดือน,ทุกวันอังคารเช้าประชุมทีม HR vs GM,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ไม่ใช่ทุกวัน,
รายสัปดาห์/เดือน,ทุกวันพฤหัสบ่ายประชุม HQ Weekly,"Chat GPT, Claude, Germini, Canva, Line, Business Plus, Excel, Power Point, Mail Outlook","คุณเก้า GM, คุณแนท MD, คุณอู๊ด EC, คุณแฮป Board, คุณพลอย Board, คุณกุ๊กไก่ OM, คุณกี้ FA, คุณเมย์ AM, คุณเอ็ม AM เพื่อขออนุมัติงาน, เพื่อแก้ไขปัญหาเคสพนักงาน อาทิ ไม่ผ่านทดลองงาน, ฝ่าฝืนวินัยข้อบังคับ, ปรึกษาปัญหาด้าน HR, ลูกค้า FC Complain พนักงาน",ไม่ใช่ทุกวัน,
